Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system,SNOMED_CT_ID,SNOMED_CT_Des_ID,icd11
R455,Hostility,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R455,"","","","",2,ICD-10,,,MB24.Z
Z632,Inadequate family support,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z632,"","","",2,1,ICD-10,,,QE70.0
R636,Insufficient intake of food and water due to self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R636,"","","","",3,ICD-10,,,MG43.4Z
Z743,Need for continuous supervision,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z743,"","","","",1,ICD-10,,,QF2B
Z748,Other problems related to care-provider dependency,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z748,"","","",2,1,ICD-10,,,QF2Z
Z728,Other problems related to lifestyle,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z728,"","","","",1,ICD-10,,,QE2Z
Z63,"Other problems related to primary support group, including family circumstances",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z63,"","","","",3,ICD-10,,,QE6Z
Z912,Personal history of poor personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z912,"","","",2,2,ICD-10,,,QC4A
Z749,"Problem related to care-provider dependency, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z749,"","","",2,1,ICD-10,,,QF2Z
Z729,"Problem related to lifestyle, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z729,"","","","",1,ICD-10,,,QE2Z
Z639,"Problem related to primary support group, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z639,"","","",2,1,ICD-10,,,QE70.Z
Z609,"Problem related to social environment, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z609,"","","",2,3,ICD-10,,,QE0Z
Z74,Problems related to care-provider dependency,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z74,"","","","",1,ICD-10,,,QF2Z
Z72,Problems related to lifestyle,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z72,"","","","",1,ICD-10,,,QE2Z
Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z643,"","","",2,3,ICD-10,,,QE26
Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z643,"","","",2,3,ICD-10,,,QE22
Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z643,"","","",2,3,ICD-10,,,QE21
Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z643,"","","",2,3,ICD-10,,,QE23
Z642,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z642,"","","","",3,ICD-10,,,QE1Z
Z642,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z642,"","","","",3,ICD-10,,,QE20
Z642,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z642,"","","","",3,ICD-10,,,QE23
Z735,"Social role conflict, not elsewhere classified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z735,"","","","",3,ICD-10,,,QE02
Z753,Unavailability and inaccessibility of health-care facilities,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z753,"","","","",3,ICD-10,,,QB14
Z754,Unavailability and inaccessibility of other helping agencies,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z754,"","","",2,3,ICD-10,,,QB13
R460,Very low level of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R460,"","","","",2,ICD-10,,,MB23.J
Z917,Personal history of female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z917,"","","",2,2,ICD-10,,,GC51.Z
Y072,By acquaintance or friend,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y072,"","","",1,1,ICD-10,,,PJ2Z
Y073,By official authorities,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y073,"","","",1,1,ICD-10,,,PJ2Z
Y078,By other specified persons,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y078,"","","",1,1,ICD-10,,,PJ2Z
Y071,By parent,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y071,"","","",1,1,ICD-10,,,PJ2Z
Y070,By spouse or partner,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y070,"","","",1,1,ICD-10,,,PJ2Z
T749,"Maltreatment syndrome, unspecified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T749,"","","",1,1,ICD-10,,,PJ2Z
T74,Maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T74,"","","",1,1,ICD-10,,,PJ2Z
Y07,Other maltreatment,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y07,"","","",1,1,ICD-10,,,PJ2Z
T748,Other maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T748,"","","",1,1,ICD-10,,,PJ2Z
Z918,"Personal history of other specified risk-factors, not elsewhere classified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Z918,"","","",1,1,ICD-10,,,QC4Z
Z62819,Personalhistoryofunspecifiedabuseinchildhood,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62819,"","","",1,1,ICD-10,,,
Z917,Personal history of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z917,"","","",1,1,ICD-10,,,GC51.Z
Z62813,Personal history of forced labor or sexual exploitation in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62813,"","","",1,1,ICD-10,,,
Z62810,Personal history of physical and sexual abuse in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62810,"","","",1,1,ICD-10,,,
T741,Physical abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,T741,"","","",1,1,ICD-10,,,PJ20
T742,Sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,T742,"","","",1,1,ICD-10,,,PJ21
Z626,Inappropriate parental pressure and other abnormal qualities of upbringing,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z626,"","","","",1,ICD-10,,,QE95
X549,Lack of water,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,X549,Unspecified place,"","","",1,ICD-10,,,
F942,Disinhibited attachment disorder of childhood,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,F942,"","","","",1,ICD-10,,,6B45
P043,Fetus and newborn affected by maternal use of alcohol,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,P043,"","","","",1,ICD-10,,,KA06.2
Z586,Inadequate drinking-water supply,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z586,"","","","",1,ICD-10,,,QD60
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10,,,QE30
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10,,,QE31
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10,,,QE31.2
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10,,,QE31.3
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10,,,QE31.0
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10,,,QE31.1
O355,Maternal care for (suspected) damage to fetus by drugs,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,O355,"","","","",3,ICD-10,,,JA85.Z
Z623,Hostility towards and scapegoating of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z623,"","","",1,3,ICD-10,,,QE82.2
Z62811,Personalhistoryofpsychologicalabuseinchildhood,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z62811,"","","",1,1,ICD-10,,,
T743,Psychological abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,T743,"","","",1,1,ICD-10,,,QE82.2
Z605,Target of perceived adverse discrimination and persecution,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z605,"","","",1,1,ICD-10,,,QE04
Y062,By acquaintance or friend,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y062,"","","",1,1,ICD-10,,,PF1B
Y068,By other specified persons,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y068,"","","",1,1,ICD-10,,,PF1B
