medcode	term	health_comorbidity_domain	severity	scale	system	individual
d_22395	NEBULIZER ASTHMATOR inh	Asthma			prodcode	2
d_10090	Beclometasone 50micrograms/actuation extrafine particle cfc free inhaler	Asthma			prodcode	2
d_10102	Ciclesonide 160micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_10218	Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_10254	Mometasone 400micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_10331	Nuelin 60mg/5ml liquid (3M Health Care Ltd)	Asthma			prodcode	2
d_10353	SALBUVENT RONDO	Asthma			prodcode	2
d_10433	Theophylline 60mg/5ml oral solution	Asthma			prodcode	2
d_10458	Ventolin cr 4mg Tablet (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_10490	Isoprenaline sulphate 80micrograms/actuation Pressurised inhalation	Asthma			prodcode	2
d_10561	Aminophylline 250mg/ml injection	Asthma			prodcode	2
d_10723	Theophylline 125mg/5ml syrup	Asthma			prodcode	2
d_10825	Terbutaline 5mg tablets	Asthma			prodcode	2
d_10831	Biophylline 125mg/5ml Oral solution (Lorex Synthelabo Ltd)	Asthma			prodcode	2
d_10858	Pulmadil auto Inhalation powder (3M Health Care Ltd)	Asthma			prodcode	2
d_1087	Asmasal 95micrograms/dose Clickhaler (Focus Pharmaceuticals Ltd)	Asthma			prodcode	2
d_1093	Salamol 100microgram/actuation Inhalation powder (IVAX Pharmaceuticals UK Ltd)	Asthma			prodcode	2
d_10958	SALBUTAMOL .25 MG INJ	Asthma			prodcode	2
d_10968	Foradil 12microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)	Asthma			prodcode	2
d_1097	Slo-phyllin 60mg Capsule (Lipha Pharmaceuticals Ltd)	Asthma			prodcode	2
d_10979	Ephedrine 15mg tablets	Asthma			prodcode	2
d_1100	Beclazone 100 inhaler (Teva UK Ltd)	Asthma			prodcode	2
d_11046	Ipratropium bromide with salbutamol 500micrograms + 2.5mg/2.5ml	Asthma			prodcode	2
d_11198	Beclometasons 50 micrograms/actuation vortex inhaler	Asthma			prodcode	2
d_11307	Salbutamol 100micrograms/dose / Beclometasone 50micrograms/dose inhaler	Asthma			prodcode	2
d_11410	Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_11478	Fluticasone 2mg/2ml nebuliser liquid unit dose vials	Asthma			prodcode	2
d_11497	Beclometasone 400micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_11520	Atropine methonitrate with papaverine and adrenaline inhalation	Asthma			prodcode	2
d_11588	Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_11618	Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_11719	Slo-Phyllin 60mg capsules (Merck Serono Ltd)	Asthma			prodcode	2
d_11732	Beclometasone 50micrograms/dose breath actuated inhaler CFC free	Asthma			prodcode	2
d_11779	Ipratropium bromide 40microgram inhalation powder capsules with device	Asthma			prodcode	2
d_11993	Pro-vent 300mg Capsule (Wellcome Medical Division)	Asthma			prodcode	2
d_12042	Ventolin cr 8mg Tablet (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_12144	Bambuterol 20mg tablets	Asthma			prodcode	2
d_12240	Theophylline 300mg modified release capsules	Asthma			prodcode	2
d_12274	Tedral Tablet (Parke-davis Research Laboratories)	Asthma			prodcode	2
d_1236	Becloforte 250micrograms/dose inhaler (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_1242	Beclometasone 250micrograms/dose inhaler	Asthma			prodcode	2
d_1243	Beclazone 250 Easi-Breathe inhaler (Teva UK Ltd)	Asthma			prodcode	2
d_12470	Alupent expectorant Mixture (Boehringer Ingelheim Ltd)	Asthma			prodcode	2
d_12486	Bronchodil 500microgram/dose Inhalation powder (Viatris Pharmaceuticals Ltd)	Asthma			prodcode	2
d_12563	Exirel Inhalation powder (3M Health Care Ltd)	Asthma			prodcode	2
d_1258	Becotide 200 inhaler (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_1259	Beclometasone 200micrograms/dose inhaler	Asthma			prodcode	2
d_12633	Tilarin 1% Nasal spray suspension (Rhone-Poulenc Rorer Ltd)	Asthma			prodcode	2
d_1269	Becotide 50microgram/ml Nebuliser liquid (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_12699	Pecram 225mg Modified-release tablet (Novartis Consumer Health UK Ltd)	Asthma			prodcode	2
d_12822	Salbutamol 2.5mg with ipratropium bromide 500micrograms/2.5ml unit dose nebuilser solution	Asthma			prodcode	2
d_12909	Salbutamol 100micrograms/dose / Ipratropium 20micrograms/dose inhaler	Asthma			prodcode	2
d_12994	Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_13037	Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_13038	Pulvinal Salbutamol 200micrograms/dose dry powder inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_13040	Fluticasone propionate 250micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_13181	Easyhaler Salbutamol sulfate 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Asthma			prodcode	2
d_13256	Nedocromil 2mg/dose inhaler CFC free	Asthma			prodcode	2
d_13273	Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_13290	Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_13307	Bricanyl 500microgram/ml Injection (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_13319	Nethaprin dospan Tablet (Marion Merrell Dow Ltd)	Asthma			prodcode	2
d_13365	Berotec 5mg/ml Nebuliser liquid (Boehringer Ingelheim Ltd)	Asthma			prodcode	2
d_1346	Salbutamol 0.05mg/ml injection	Asthma			prodcode	2
d_13575	Bambec 20mg tablets (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_13757	Tropiovent steripoule 250microgram/ml Nebuliser liquid (Ashbourne Pharmaceuticals Ltd)	Asthma			prodcode	2
d_13815	Beclazone 100microgram/actuation Inhalation powder (Actavis UK Ltd)	Asthma			prodcode	2
d_13996	Salamol 100microgram/inhalation Inhalation powder (Sandoz Ltd)	Asthma			prodcode	2
d_1406	Becotide 50 inhaler (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_1409	Ipratropium bromide 20micrograms/dose inhaler	Asthma			prodcode	2
d_1410	Ipratropium bromide 0.25mg/ml	Asthma			prodcode	2
d_1411	Ipratropium bromide 250micrograms/ml	Asthma			prodcode	2
d_1412	Flixotide 250microgram/actuation Inhalation powder (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_1414	Salamol 5mg/2.5ml nebuliser liquid Steri-Neb unit dose vials (Teva UK Ltd)	Asthma			prodcode	2
d_1415	Steri-neb ipratropium 250microgram/ml Nebuliser liquid (IVAX Pharmaceuticals UK Ltd)	Asthma			prodcode	2
d_14162	Singulair Paediatric 4mg chewable tablets (Merck Sharp & Dohme Ltd)	Asthma			prodcode	2
d_14200	Singulair Paediatric 4mg granules sachets (Merck Sharp & Dohme Ltd)	Asthma			prodcode	2
d_1423	Uniphyllin Continus 200mg tablets (Napp Pharmaceuticals Ltd)	Asthma			prodcode	2
d_1424	Flixotide 250microgram Disc (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_1426	Flixotide 500microgram Disc (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_14294	Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)	Asthma			prodcode	2
d_14306	Formoterol 12micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_14321	Beclometasone 200micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_14382	Ephedrine hydrochloride 15mg tablets	Asthma			prodcode	2
d_14448	Nedocromil sodium 1% nasal spray	Asthma			prodcode	2
d_14483	Terbutaline 500micrograms/ml injection	Asthma			prodcode	2
d_14524	Bdp 250microgram/actuation Spacehaler (Celltech Pharma Europe Ltd)	Asthma			prodcode	2
d_14525	Salbutamol 100micrograms/inhalation vortex inhaler	Asthma			prodcode	2
d_14527	Bambec 10mg tablets (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_14561	Salbutamol 400microgram / Beclometasone 200microgram inhalation powder capsules	Asthma			prodcode	2
d_14567	Asmabec 250 Clickhaler (Focus Pharmaceuticals Ltd)	Asthma			prodcode	2
d_14590	Asmabec 250microgram/actuation Spacehaler (Celltech Pharma Europe Ltd)	Asthma			prodcode	2
d_14700	Budesonide 400micrograms/actuation inhaler	Asthma			prodcode	2
d_14736	Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_14757	Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_14991	Aminophylline 250mg/10ml injection	Asthma			prodcode	2
d_15075	Bronchodil 20mg Tablet (Viatris Pharmaceuticals Ltd)	Asthma			prodcode	2
d_15165	Reproterol 500micrograms/dose inhaler	Asthma			prodcode	2
d_1518	Flixotide 50microgram/actuation Inhalation powder (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_15284	Slo-Phyllin 125mg capsules (Merck Serono Ltd)	Asthma			prodcode	2
d_15326	Beclometasone 100micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_15356	Ephedrine HCl 30mg Tablet (C P Pharmaceuticals Ltd)	Asthma			prodcode	2
d_15365	Theophylline 10mg/5ml SF elixir	Asthma			prodcode	2
d_1537	Becotide 200microgram Rotacaps (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_15467	Ephedrine 60mg tablets	Asthma			prodcode	2
d_15483	Bricanyl Oral solution (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_1551	Beclazone 250 inhaler (Teva UK Ltd)	Asthma			prodcode	2
d_1552	Becloforte easi-breathe 250microgram/actuation Pressurised inhalation (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_15613	Salbutamol 500micrograms/1ml solution for injection ampoules	Asthma			prodcode	2
d_15706	Beclometasone 100 micrograms/actuation vortex inhaler	Asthma			prodcode	2
d_15765	Sodium cromoglicate 5mg/inhalation inhaler & spacer	Asthma			prodcode	2
d_15816	Ephedrine hydrochloride 30mg tablets	Asthma			prodcode	2
d_16018	Mometasone 200micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_16054	Budesonide 200micrograms/actuation breath actuated powder inhaler	Asthma			prodcode	2
d_16148	Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_16151	Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_16158	Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd)	Asthma			prodcode	2
d_1619	Terbutaline 500micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_16207	Duovent UDVs nebuliser liquid 4ml (Boehringer Ingelheim Ltd)	Asthma			prodcode	2
d_16236	Pirbuterol acetate inhaler	Asthma			prodcode	2
d_1628	Terbutaline 250micrograms/actuation refill canister	Asthma			prodcode	2
d_1629	Intal 20mg/2ml nebuliser solution unit dose vials (Aventis Pharma)	Asthma			prodcode	2
d_1630	Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials	Asthma			prodcode	2
d_16305	Flixotide 2mg/2ml Nebules (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_1635	Salbuvent 2mg/5ml Oral solution (Pharmacia Ltd)	Asthma			prodcode	2
d_1642	Budesonide 400micrograms/dose dry powder inhaler	Asthma			prodcode	2
d_16433	Asmanex 200micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)	Asthma			prodcode	2
d_16577	Easyhaler Salbutamol sulfate 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Asthma			prodcode	2
d_16584	Beclometasone 50micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_1676	Flixotide 125microgram/actuation Inhalation powder (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_1680	Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_1697	Atrovent 20micrograms/dose Autohaler (Boehringer Ingelheim Ltd)	Asthma			prodcode	2
d_1698	Salbutamol 100micrograms/dose breath actuated inhaler	Asthma			prodcode	2
d_16994	Aminophylline hydrate 350mg modified-release tablets	Asthma			prodcode	2
d_17	Salbutamol 100micrograms/dose inhaler CFC free	Asthma			prodcode	2
d_17002	Aminophylline hydrate 225mg modified-release tablets	Asthma			prodcode	2
d_1711	Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials	Asthma			prodcode	2
d_17140	Aminophylline 200mg tablets	Asthma			prodcode	2
d_17185	Ventolin 500micrograms/1ml solution for injection ampoules (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_1725	Beclazone 50 Easi-Breathe inhaler (Teva UK Ltd)	Asthma			prodcode	2
d_1727	Becotide easi-breathe 50microgram/actuation Pressurised inhalation (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_1734	Beclometasone 100micrograms/dose breath actuated inhaler	Asthma			prodcode	2
d_1741	Salbutamol 100micrograms/dose breath actuated inhaler CFC free	Asthma			prodcode	2
d_17465	Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials	Asthma			prodcode	2
d_17590	Asmanex 400micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)	Asthma			prodcode	2
d_17654	Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Asthma			prodcode	2
d_17670	Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Asthma			prodcode	2
d_17696	Ventmax SR 4mg capsules (Chiesi Ltd)	Asthma			prodcode	2
d_17846	Brovon Inhalation vapour (Torbet Laboratories Ltd)	Asthma			prodcode	2
d_17874	Monovent 1.5mg/5ml Oral solution (Lagap)	Asthma			prodcode	2
d_17875	Terbutaline with guafenesin expectorant	Asthma			prodcode	2
d_1794	Berotec 100microgram/actuation Inhalation powder (Boehringer Ingelheim Ltd)	Asthma			prodcode	2
d_18140	Respontin 500micrograms/2ml Nebules (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_18288	Choline theophyllinate 100mg tablets	Asthma			prodcode	2
d_18299	Fenoterol 1.25mg/4ml / Ipratropium 500micrograms/4ml nebuliser liquid unit dose vials	Asthma			prodcode	2
d_1832	Theograd 350mg Tablet (Abbott Laboratories Ltd)	Asthma			prodcode	2
d_1833	Theophylline 200mg modified-release tablets	Asthma			prodcode	2
d_1834	Theophylline 400mg modified-release tablets	Asthma			prodcode	2
d_18387	Brovon midget Inhalation powder (Torbet Laboratories Ltd)	Asthma			prodcode	2
d_18394	Bdp 50microgram/actuation Spacehaler (Celltech Pharma Europe Ltd)	Asthma			prodcode	2
d_18421	Respontin nebules 250microgram/ml Nebuliser liquid (Glaxo Wellcome UK Ltd)	Asthma			prodcode	2
d_18456	Salbutamol 200microgram / Beclometasone 100microgram inhalation powder capsules	Asthma			prodcode	2
d_186	Dexamethasone 500micrograms/5ml oral solution	Asthma			prodcode	2
d_1861	AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd)	Asthma			prodcode	2
d_18622	Salbulin 2mg Tablet (3M Health Care Ltd)	Asthma			prodcode	2
d_1882	Ventodisks 200microgram/blister Disc (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_18848	Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)	Asthma			prodcode	2
d_1885	Beclazone 200 inhaler (Teva UK Ltd)	Asthma			prodcode	2
d_18968	Salbutamol 5mg/5ml solution for infusion ampoules	Asthma			prodcode	2
d_18988	Choline theophyllinate 62.5mg/5ml oral solution	Asthma			prodcode	2
d_19031	Bdp 100microgram/actuation Spacehaler (Celltech Pharma Europe Ltd)	Asthma			prodcode	2
d_19121	Beclometasone 100micrograms with Salbutamol 200micrograms inhalation capsules	Asthma			prodcode	2
d_19376	Beclometasone 200micrograms with Salbutamol 400micrograms inhalation capsules	Asthma			prodcode	2
d_19389	Asmabec 50microgram/actuation Spacehaler (Celltech Pharma Europe Ltd)	Asthma			prodcode	2
d_19401	Beclometasone 250micrograms/actuation inhaler and compact spacer	Asthma			prodcode	2
d_1950	Ventodisks 400microgram/blister Disc (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_1951	Becodisks 400microgram Disc (Allen & Hanburys Ltd)	Asthma			prodcode	2
d_1952	Ventolin 400microgram Rotacaps (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_1956	Pulmicort 1mg Respules (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_19563	BECOTIDE FOR NEBULISER	Asthma			prodcode	2
d_1957	Ventolin 5mg Nebules (GlaxoSmithKline UK Ltd)	Asthma			prodcode	2
d_1959	Pulmicort 0.5mg Respules (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_1962	Atrovent udv 0.25mg/ml Nebuliser liquid (Boehringer Ingelheim Ltd)	Asthma			prodcode	2
d_19642	VENTOLIN NEBULES	Asthma			prodcode	2
d_19649	VENTOLIN ROTAHALER	Asthma			prodcode	2
d_19653	VENTOLIN RESPIRATOR	Asthma			prodcode	2
d_19726	VENTOLIN S/R	Asthma			prodcode	2
d_1973	Accolate 20mg tablets (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_19736	BECOTIDE SUSP FOR NEBULISATION	Asthma			prodcode	2
d_1974	Oxis 12 Turbohaler (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_1975	Oxis 6 Turbohaler (AstraZeneca UK Ltd)	Asthma			prodcode	2
d_19799	Tulobuterol 2mg	Asthma			prodcode	2
d_19953	Theophylline with ephedrine & caffeine tablets	Asthma			prodcode	2
