code	coding term	Indicator 1	Indicator 2	Exclusion_domain	severity	scale	system
62678	"[X]Accident watercraft causing other injury, passenger ship"	Boat Accident	Transport accident	Accident			read
35811	[X]Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			read
36770	"[X]Accident to watercraft causing other injury, canoe/kayak"	Boat Accident	Transport accident	Accident			read
99060	"Explosion in watercraft, occupant small powered boat injured"	Boat Accident	Transport accident	Accident			read
56908	Hit by falling object due to accident to watercraft	Boat Accident	Transport accident	Accident			read
72441	Fall on ladder in water transport	Boat Accident	Transport accident	Accident			read
36184	"[X]Other and unspec water transport accidents, canoe/kayak"	Boat Accident	Transport accident	Accident			read
45513	"[X]Accident to watercraft causing other injury, water-skis"	Boat Accident	Transport accident	Accident			read
53436	Fall in water transport NOS - other specified person injured	Boat Accident	Transport accident	Accident			read
56343	Injury in water transport caused by deck machinery	Boat Accident	Transport accident	Accident			read
71503	Fall on stairs in water transport (WT)	Boat Accident	Transport accident	Accident			read
90977	Water transport accident NOS	Boat Accident	Transport accident	Accident			read
91439	"[X]Oth and unspec water transpt accidents, unspec watercraft"	Boat Accident	Transport accident	Accident			read
35695	Fall in water transport NOS - unspecified person injured	Boat Accident	Transport accident	Accident			read
68173	"[X]Other and unspecified water transport accs, merchant ship"	Boat Accident	Transport accident	Accident			read
68713	Accident caused by diving or jumping into water NOS	Boat Accident	Transport accident	Accident			read
88272	Other water transport acc NOS - water skier injured	Boat Accident	Transport accident	Accident			read
61700	Injury in water transport caused by galley machinery	Boat Accident	Transport accident	Accident			read
62679	Other water transport acc NOS - occ small unpowered boat inj	Boat Accident	Transport accident	Accident			read
66395	Other falls in water transport (WT)	Boat Accident	Transport accident	Accident			read
68270	"[X]Other and unspec water transport accs, oth powered w/craf"	Boat Accident	Transport accident	Accident			read
68835	Fall-ladder water transport - unspecified person injured	Boat Accident	Transport accident	Accident			read
71620	Fall-stairs water transport - passenger other watercraft inj	Boat Accident	Transport accident	Accident			read
71629	Other watercraft accident - occ small unpowered boat inj	Boat Accident	Transport accident	Accident			read
86802	Accident to watercraft causing submersion	Boat Accident	Transport accident	Accident			read
93409	"[X]Accident to watercraft causing other injury, sailboat"	Boat Accident	Transport accident	Accident			read
94463	Other water transport acc NOS - occ small powered boat inj	Boat Accident	Transport accident	Accident			read
99301	Fall-ladder water transport - other specified person injured	Boat Accident	Transport accident	Accident			read
100315	Other water transport accident NOS	Boat Accident	Transport accident	Accident			read
100703	Fall in water transport NOS - water skier injured	Boat Accident	Transport accident	Accident			read
101935	Explosion in watercraft	Boat Accident	Transport accident	Accident			read
103314	Other water transport (WT) accidents	Boat Accident	Transport accident	Accident			read
104267	Other watercraft accident - water skier injured	Boat Accident	Transport accident	Accident			read
104762	Fall-stairs water transport - other specified person injured	Boat Accident	Transport accident	Accident			read
104911	Crushed between ships in collision	Boat Accident	Transport accident	Accident			read
107624	Accident involving land yacht	Boat Accident	Transport accident	Accident			read
109393	Fall in water transport NOS	Boat Accident	Transport accident	Accident			read
110045	Watercraft collision + injury - occ small powered boat inj	Boat Accident	Transport accident	Accident			read
110612	Crushed between ships without accident to watercraft	Boat Accident	Transport accident	Accident			read
111346	Injury in water transport caused by laundry machinery	Boat Accident	Transport accident	Accident			read
112642	"Explosion in watercraft, unspecified person injured"	Boat Accident	Transport accident	Accident			read
V90	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V900	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V901	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V902	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V903	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V904	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V905	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V906	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V907	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V908	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V909	Accident to watercraft causing drowning and submersion	Boat Accident	Transport accident	Accident			ICD-10
V91	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V910	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V911	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V912	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V913	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V914	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V915	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V916	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V917	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V918	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V919	Accident to watercraft causing other injury	Boat Accident	Transport accident	Accident			ICD-10
V92	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V920	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V921	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V922	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V923	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V924	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V925	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V926	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V927	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V928	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V929	Water-transport-related drowning and submersion without accident to watercraft	Boat Accident	Transport accident	Accident			ICD-10
V93	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"	Boat Accident	Transport accident	Accident			ICD-10
V930	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"	Boat Accident	Transport accident	Accident			ICD-10
V931	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"	Boat Accident	Transport accident	Accident			ICD-10
V932	"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"	Boat Accident	Transport accident	Accident			ICD-10
