medcode,code_orginal,Cause,system
M0903,M0903,Other musculoskeletal disorders,ICD-10
M0904,M0904,Other musculoskeletal disorders,ICD-10
M0905,M0905,Other musculoskeletal disorders,ICD-10
M0906,M0906,Other musculoskeletal disorders,ICD-10
M0907,M0907,Other musculoskeletal disorders,ICD-10
M0908,M0908,Other musculoskeletal disorders,ICD-10
M0909,M0909,Other musculoskeletal disorders,ICD-10
M091,M091,Other musculoskeletal disorders,ICD-10
M0910,M0910,Other musculoskeletal disorders,ICD-10
M0911,M0911,Other musculoskeletal disorders,ICD-10
M0912,M0912,Other musculoskeletal disorders,ICD-10
M0913,M0913,Other musculoskeletal disorders,ICD-10
M0914,M0914,Other musculoskeletal disorders,ICD-10
M0915,M0915,Other musculoskeletal disorders,ICD-10
M0916,M0916,Other musculoskeletal disorders,ICD-10
M0917,M0917,Other musculoskeletal disorders,ICD-10
M0918,M0918,Other musculoskeletal disorders,ICD-10
M0919,M0919,Other musculoskeletal disorders,ICD-10
M092,M092,Other musculoskeletal disorders,ICD-10
M0920,M0920,Other musculoskeletal disorders,ICD-10
M0921,M0921,Other musculoskeletal disorders,ICD-10
M0922,M0922,Other musculoskeletal disorders,ICD-10
M0923,M0923,Other musculoskeletal disorders,ICD-10
M0924,M0924,Other musculoskeletal disorders,ICD-10
M0925,M0925,Other musculoskeletal disorders,ICD-10
M0926,M0926,Other musculoskeletal disorders,ICD-10
M0927,M0927,Other musculoskeletal disorders,ICD-10
M0928,M0928,Other musculoskeletal disorders,ICD-10
M0929,M0929,Other musculoskeletal disorders,ICD-10
M098,M098,Other musculoskeletal disorders,ICD-10
M0980,M0980,Other musculoskeletal disorders,ICD-10
M0981,M0981,Other musculoskeletal disorders,ICD-10
M0982,M0982,Other musculoskeletal disorders,ICD-10
M0983,M0983,Other musculoskeletal disorders,ICD-10
M0984,M0984,Other musculoskeletal disorders,ICD-10
M0985,M0985,Other musculoskeletal disorders,ICD-10
M0986,M0986,Other musculoskeletal disorders,ICD-10
M0987,M0987,Other musculoskeletal disorders,ICD-10
M0988,M0988,Other musculoskeletal disorders,ICD-10
M0989,M0989,Other musculoskeletal disorders,ICD-10
M11,M11,Other musculoskeletal disorders,ICD-10
M110,M110,Other musculoskeletal disorders,ICD-10
M1100,M1100,Other musculoskeletal disorders,ICD-10
M1101,M1101,Other musculoskeletal disorders,ICD-10
M1102,M1102,Other musculoskeletal disorders,ICD-10
M1103,M1103,Other musculoskeletal disorders,ICD-10
M1104,M1104,Other musculoskeletal disorders,ICD-10
M1105,M1105,Other musculoskeletal disorders,ICD-10
M1106,M1106,Other musculoskeletal disorders,ICD-10
M1107,M1107,Other musculoskeletal disorders,ICD-10
M1108,M1108,Other musculoskeletal disorders,ICD-10
M1109,M1109,Other musculoskeletal disorders,ICD-10
M111,M111,Other musculoskeletal disorders,ICD-10
M1110,M1110,Other musculoskeletal disorders,ICD-10
M1111,M1111,Other musculoskeletal disorders,ICD-10
M1112,M1112,Other musculoskeletal disorders,ICD-10
M1113,M1113,Other musculoskeletal disorders,ICD-10
M1114,M1114,Other musculoskeletal disorders,ICD-10
M1115,M1115,Other musculoskeletal disorders,ICD-10
M1116,M1116,Other musculoskeletal disorders,ICD-10
M1117,M1117,Other musculoskeletal disorders,ICD-10
M1118,M1118,Other musculoskeletal disorders,ICD-10
M1119,M1119,Other musculoskeletal disorders,ICD-10
M112,M112,Other musculoskeletal disorders,ICD-10
M1120,M1120,Other musculoskeletal disorders,ICD-10
M1121,M1121,Other musculoskeletal disorders,ICD-10
M1122,M1122,Other musculoskeletal disorders,ICD-10
M1123,M1123,Other musculoskeletal disorders,ICD-10
M1124,M1124,Other musculoskeletal disorders,ICD-10
M1125,M1125,Other musculoskeletal disorders,ICD-10
M1126,M1126,Other musculoskeletal disorders,ICD-10
M1127,M1127,Other musculoskeletal disorders,ICD-10
M1128,M1128,Other musculoskeletal disorders,ICD-10
M1129,M1129,Other musculoskeletal disorders,ICD-10
M118,M118,Other musculoskeletal disorders,ICD-10
M1180,M1180,Other musculoskeletal disorders,ICD-10
M1181,M1181,Other musculoskeletal disorders,ICD-10
M1182,M1182,Other musculoskeletal disorders,ICD-10
M1183,M1183,Other musculoskeletal disorders,ICD-10
M1184,M1184,Other musculoskeletal disorders,ICD-10
M1185,M1185,Other musculoskeletal disorders,ICD-10
M1186,M1186,Other musculoskeletal disorders,ICD-10
M1187,M1187,Other musculoskeletal disorders,ICD-10
M1188,M1188,Other musculoskeletal disorders,ICD-10
M1189,M1189,Other musculoskeletal disorders,ICD-10
M119,M119,Other musculoskeletal disorders,ICD-10
M1190,M1190,Other musculoskeletal disorders,ICD-10
M1191,M1191,Other musculoskeletal disorders,ICD-10
M1192,M1192,Other musculoskeletal disorders,ICD-10
M1193,M1193,Other musculoskeletal disorders,ICD-10
M1194,M1194,Other musculoskeletal disorders,ICD-10
M1195,M1195,Other musculoskeletal disorders,ICD-10
M1196,M1196,Other musculoskeletal disorders,ICD-10
M1197,M1197,Other musculoskeletal disorders,ICD-10
M1198,M1198,Other musculoskeletal disorders,ICD-10
M1199,M1199,Other musculoskeletal disorders,ICD-10
M12,M12,Other musculoskeletal disorders,ICD-10
M120,M120,Other musculoskeletal disorders,ICD-10
M1200,M1200,Other musculoskeletal disorders,ICD-10
M1201,M1201,Other musculoskeletal disorders,ICD-10
M1202,M1202,Other musculoskeletal disorders,ICD-10
M1203,M1203,Other musculoskeletal disorders,ICD-10
M1204,M1204,Other musculoskeletal disorders,ICD-10
M1205,M1205,Other musculoskeletal disorders,ICD-10
M1206,M1206,Other musculoskeletal disorders,ICD-10
M1207,M1207,Other musculoskeletal disorders,ICD-10
M1208,M1208,Other musculoskeletal disorders,ICD-10
M1209,M1209,Other musculoskeletal disorders,ICD-10
M121,M121,Other musculoskeletal disorders,ICD-10
M1210,M1210,Other musculoskeletal disorders,ICD-10
M1211,M1211,Other musculoskeletal disorders,ICD-10
M1212,M1212,Other musculoskeletal disorders,ICD-10
M1213,M1213,Other musculoskeletal disorders,ICD-10
M1214,M1214,Other musculoskeletal disorders,ICD-10
M1215,M1215,Other musculoskeletal disorders,ICD-10
M1216,M1216,Other musculoskeletal disorders,ICD-10
M1217,M1217,Other musculoskeletal disorders,ICD-10
M1218,M1218,Other musculoskeletal disorders,ICD-10
M1219,M1219,Other musculoskeletal disorders,ICD-10
M122,M122,Other musculoskeletal disorders,ICD-10
M1220,M1220,Other musculoskeletal disorders,ICD-10
M1221,M1221,Other musculoskeletal disorders,ICD-10
M1222,M1222,Other musculoskeletal disorders,ICD-10
M1223,M1223,Other musculoskeletal disorders,ICD-10
M1224,M1224,Other musculoskeletal disorders,ICD-10
M1225,M1225,Other musculoskeletal disorders,ICD-10
M1226,M1226,Other musculoskeletal disorders,ICD-10
M1227,M1227,Other musculoskeletal disorders,ICD-10
M1228,M1228,Other musculoskeletal disorders,ICD-10
M1229,M1229,Other musculoskeletal disorders,ICD-10
M123,M123,Other musculoskeletal disorders,ICD-10
M1230,M1230,Other musculoskeletal disorders,ICD-10
M1231,M1231,Other musculoskeletal disorders,ICD-10
M1232,M1232,Other musculoskeletal disorders,ICD-10
M1233,M1233,Other musculoskeletal disorders,ICD-10
M1234,M1234,Other musculoskeletal disorders,ICD-10
M1235,M1235,Other musculoskeletal disorders,ICD-10
M1236,M1236,Other musculoskeletal disorders,ICD-10
M1237,M1237,Other musculoskeletal disorders,ICD-10
M1238,M1238,Other musculoskeletal disorders,ICD-10
M1239,M1239,Other musculoskeletal disorders,ICD-10
M124,M124,Other musculoskeletal disorders,ICD-10
M1240,M1240,Other musculoskeletal disorders,ICD-10
M1241,M1241,Other musculoskeletal disorders,ICD-10
M1242,M1242,Other musculoskeletal disorders,ICD-10
M1243,M1243,Other musculoskeletal disorders,ICD-10
M1244,M1244,Other musculoskeletal disorders,ICD-10
M1245,M1245,Other musculoskeletal disorders,ICD-10
M1246,M1246,Other musculoskeletal disorders,ICD-10
M1247,M1247,Other musculoskeletal disorders,ICD-10
M1248,M1248,Other musculoskeletal disorders,ICD-10
M1249,M1249,Other musculoskeletal disorders,ICD-10
M125,M125,Other musculoskeletal disorders,ICD-10
M1250,M1250,Other musculoskeletal disorders,ICD-10
M1251,M1251,Other musculoskeletal disorders,ICD-10
M1252,M1252,Other musculoskeletal disorders,ICD-10
M1253,M1253,Other musculoskeletal disorders,ICD-10
M1254,M1254,Other musculoskeletal disorders,ICD-10
M1255,M1255,Other musculoskeletal disorders,ICD-10
M1256,M1256,Other musculoskeletal disorders,ICD-10
M1257,M1257,Other musculoskeletal disorders,ICD-10
M1258,M1258,Other musculoskeletal disorders,ICD-10
M1259,M1259,Other musculoskeletal disorders,ICD-10
M128,M128,Other musculoskeletal disorders,ICD-10
M1280,M1280,Other musculoskeletal disorders,ICD-10
M1281,M1281,Other musculoskeletal disorders,ICD-10
M1282,M1282,Other musculoskeletal disorders,ICD-10
M1283,M1283,Other musculoskeletal disorders,ICD-10
M1284,M1284,Other musculoskeletal disorders,ICD-10
M1285,M1285,Other musculoskeletal disorders,ICD-10
M1286,M1286,Other musculoskeletal disorders,ICD-10
M1287,M1287,Other musculoskeletal disorders,ICD-10
M1288,M1288,Other musculoskeletal disorders,ICD-10
M1289,M1289,Other musculoskeletal disorders,ICD-10
M13,M13,Other musculoskeletal disorders,ICD-10
M130,M130,Other musculoskeletal disorders,ICD-10
M1300,M1300,Other musculoskeletal disorders,ICD-10
M1301,M1301,Other musculoskeletal disorders,ICD-10
M1302,M1302,Other musculoskeletal disorders,ICD-10
M1303,M1303,Other musculoskeletal disorders,ICD-10
M1304,M1304,Other musculoskeletal disorders,ICD-10
M1305,M1305,Other musculoskeletal disorders,ICD-10
M1306,M1306,Other musculoskeletal disorders,ICD-10
M1307,M1307,Other musculoskeletal disorders,ICD-10
M1308,M1308,Other musculoskeletal disorders,ICD-10
M1309,M1309,Other musculoskeletal disorders,ICD-10
M131,M131,Other musculoskeletal disorders,ICD-10
M1310,M1310,Other musculoskeletal disorders,ICD-10
M1311,M1311,Other musculoskeletal disorders,ICD-10
M1312,M1312,Other musculoskeletal disorders,ICD-10
M1313,M1313,Other musculoskeletal disorders,ICD-10
M1314,M1314,Other musculoskeletal disorders,ICD-10
M1315,M1315,Other musculoskeletal disorders,ICD-10
M1316,M1316,Other musculoskeletal disorders,ICD-10
M1317,M1317,Other musculoskeletal disorders,ICD-10
M1318,M1318,Other musculoskeletal disorders,ICD-10
M1319,M1319,Other musculoskeletal disorders,ICD-10
M138,M138,Other musculoskeletal disorders,ICD-10
M1380,M1380,Other musculoskeletal disorders,ICD-10
M1381,M1381,Other musculoskeletal disorders,ICD-10
M1382,M1382,Other musculoskeletal disorders,ICD-10
M1383,M1383,Other musculoskeletal disorders,ICD-10
M1384,M1384,Other musculoskeletal disorders,ICD-10
M1385,M1385,Other musculoskeletal disorders,ICD-10
M1386,M1386,Other musculoskeletal disorders,ICD-10
M1387,M1387,Other musculoskeletal disorders,ICD-10
M1388,M1388,Other musculoskeletal disorders,ICD-10
M1389,M1389,Other musculoskeletal disorders,ICD-10
M139,M139,Other musculoskeletal disorders,ICD-10
M1390,M1390,Other musculoskeletal disorders,ICD-10
M1391,M1391,Other musculoskeletal disorders,ICD-10
M1392,M1392,Other musculoskeletal disorders,ICD-10
M1393,M1393,Other musculoskeletal disorders,ICD-10
M1394,M1394,Other musculoskeletal disorders,ICD-10
M1395,M1395,Other musculoskeletal disorders,ICD-10
M1396,M1396,Other musculoskeletal disorders,ICD-10
M1397,M1397,Other musculoskeletal disorders,ICD-10
M1398,M1398,Other musculoskeletal disorders,ICD-10
M1399,M1399,Other musculoskeletal disorders,ICD-10
M14,M14,Other musculoskeletal disorders,ICD-10
M140,M140,Other musculoskeletal disorders,ICD-10
M141,M141,Other musculoskeletal disorders,ICD-10
M142,M142,Other musculoskeletal disorders,ICD-10
M143,M143,Other musculoskeletal disorders,ICD-10
M144,M144,Other musculoskeletal disorders,ICD-10
M145,M145,Other musculoskeletal disorders,ICD-10
M146,M146,Other musculoskeletal disorders,ICD-10
M148,M148,Other musculoskeletal disorders,ICD-10
M15,M15,Other musculoskeletal disorders,ICD-10
M150,M150,Other musculoskeletal disorders,ICD-10
M151,M151,Other musculoskeletal disorders,ICD-10
M152,M152,Other musculoskeletal disorders,ICD-10
M153,M153,Other musculoskeletal disorders,ICD-10
M154,M154,Other musculoskeletal disorders,ICD-10
M158,M158,Other musculoskeletal disorders,ICD-10
M159,M159,Other musculoskeletal disorders,ICD-10
M19,M19,Other musculoskeletal disorders,ICD-10
M190,M190,Other musculoskeletal disorders,ICD-10
M1900,M1900,Other musculoskeletal disorders,ICD-10
M1901,M1901,Other musculoskeletal disorders,ICD-10
M1902,M1902,Other musculoskeletal disorders,ICD-10
M1903,M1903,Other musculoskeletal disorders,ICD-10
M1904,M1904,Other musculoskeletal disorders,ICD-10
M1905,M1905,Other musculoskeletal disorders,ICD-10
M1907,M1907,Other musculoskeletal disorders,ICD-10
M1908,M1908,Other musculoskeletal disorders,ICD-10
M1909,M1909,Other musculoskeletal disorders,ICD-10
M191,M191,Other musculoskeletal disorders,ICD-10
M1910,M1910,Other musculoskeletal disorders,ICD-10
M1911,M1911,Other musculoskeletal disorders,ICD-10
M1912,M1912,Other musculoskeletal disorders,ICD-10
M1913,M1913,Other musculoskeletal disorders,ICD-10
M1914,M1914,Other musculoskeletal disorders,ICD-10
M1915,M1915,Other musculoskeletal disorders,ICD-10
M1917,M1917,Other musculoskeletal disorders,ICD-10
M1918,M1918,Other musculoskeletal disorders,ICD-10
M1919,M1919,Other musculoskeletal disorders,ICD-10
M192,M192,Other musculoskeletal disorders,ICD-10
M1920,M1920,Other musculoskeletal disorders,ICD-10
M1921,M1921,Other musculoskeletal disorders,ICD-10
M1922,M1922,Other musculoskeletal disorders,ICD-10
M1923,M1923,Other musculoskeletal disorders,ICD-10
M1924,M1924,Other musculoskeletal disorders,ICD-10
M1925,M1925,Other musculoskeletal disorders,ICD-10
M1927,M1927,Other musculoskeletal disorders,ICD-10
M1928,M1928,Other musculoskeletal disorders,ICD-10
M1929,M1929,Other musculoskeletal disorders,ICD-10
M198,M198,Other musculoskeletal disorders,ICD-10
M1980,M1980,Other musculoskeletal disorders,ICD-10
M1981,M1981,Other musculoskeletal disorders,ICD-10
M1982,M1982,Other musculoskeletal disorders,ICD-10
M1983,M1983,Other musculoskeletal disorders,ICD-10
M1984,M1984,Other musculoskeletal disorders,ICD-10
M1985,M1985,Other musculoskeletal disorders,ICD-10
M1986,M1986,Other musculoskeletal disorders,ICD-10
M1987,M1987,Other musculoskeletal disorders,ICD-10
M1988,M1988,Other musculoskeletal disorders,ICD-10
M1989,M1989,Other musculoskeletal disorders,ICD-10
M199,M199,Other musculoskeletal disorders,ICD-10
M1990,M1990,Other musculoskeletal disorders,ICD-10
M1991,M1991,Other musculoskeletal disorders,ICD-10
M1992,M1992,Other musculoskeletal disorders,ICD-10
M1993,M1993,Other musculoskeletal disorders,ICD-10
M20,M20,Other musculoskeletal disorders,ICD-10
M200,M200,Other musculoskeletal disorders,ICD-10
M201,M201,Other musculoskeletal disorders,ICD-10
M202,M202,Other musculoskeletal disorders,ICD-10
M203,M203,Other musculoskeletal disorders,ICD-10
M204,M204,Other musculoskeletal disorders,ICD-10
M205,M205,Other musculoskeletal disorders,ICD-10
M206,M206,Other musculoskeletal disorders,ICD-10
M21,M21,Other musculoskeletal disorders,ICD-10
M210,M210,Other musculoskeletal disorders,ICD-10
M2100,M2100,Other musculoskeletal disorders,ICD-10
M2101,M2101,Other musculoskeletal disorders,ICD-10
M2102,M2102,Other musculoskeletal disorders,ICD-10
M2103,M2103,Other musculoskeletal disorders,ICD-10
M2104,M2104,Other musculoskeletal disorders,ICD-10
M2105,M2105,Other musculoskeletal disorders,ICD-10
M2106,M2106,Other musculoskeletal disorders,ICD-10
M2107,M2107,Other musculoskeletal disorders,ICD-10
M2108,M2108,Other musculoskeletal disorders,ICD-10
M2109,M2109,Other musculoskeletal disorders,ICD-10
M211,M211,Other musculoskeletal disorders,ICD-10
M2110,M2110,Other musculoskeletal disorders,ICD-10
M2111,M2111,Other musculoskeletal disorders,ICD-10
M2112,M2112,Other musculoskeletal disorders,ICD-10
M2113,M2113,Other musculoskeletal disorders,ICD-10
M2114,M2114,Other musculoskeletal disorders,ICD-10
M2115,M2115,Other musculoskeletal disorders,ICD-10
M2116,M2116,Other musculoskeletal disorders,ICD-10
M2117,M2117,Other musculoskeletal disorders,ICD-10
M2118,M2118,Other musculoskeletal disorders,ICD-10
M2119,M2119,Other musculoskeletal disorders,ICD-10
M212,M212,Other musculoskeletal disorders,ICD-10
M2120,M2120,Other musculoskeletal disorders,ICD-10
M2121,M2121,Other musculoskeletal disorders,ICD-10
M2122,M2122,Other musculoskeletal disorders,ICD-10
M2123,M2123,Other musculoskeletal disorders,ICD-10
M2124,M2124,Other musculoskeletal disorders,ICD-10
M2125,M2125,Other musculoskeletal disorders,ICD-10
M2126,M2126,Other musculoskeletal disorders,ICD-10
M2127,M2127,Other musculoskeletal disorders,ICD-10
M2128,M2128,Other musculoskeletal disorders,ICD-10
M2129,M2129,Other musculoskeletal disorders,ICD-10
M213,M213,Other musculoskeletal disorders,ICD-10
M2130,M2130,Other musculoskeletal disorders,ICD-10
M2133,M2133,Other musculoskeletal disorders,ICD-10
M2134,M2134,Other musculoskeletal disorders,ICD-10
M2137,M2137,Other musculoskeletal disorders,ICD-10
M214,M214,Other musculoskeletal disorders,ICD-10
M215,M215,Other musculoskeletal disorders,ICD-10
M2150,M2150,Other musculoskeletal disorders,ICD-10
M2154,M2154,Other musculoskeletal disorders,ICD-10
M2157,M2157,Other musculoskeletal disorders,ICD-10
M216,M216,Other musculoskeletal disorders,ICD-10
M217,M217,Other musculoskeletal disorders,ICD-10
M2170,M2170,Other musculoskeletal disorders,ICD-10
M2172,M2172,Other musculoskeletal disorders,ICD-10
M2173,M2173,Other musculoskeletal disorders,ICD-10
M2174,M2174,Other musculoskeletal disorders,ICD-10
M2175,M2175,Other musculoskeletal disorders,ICD-10
M2176,M2176,Other musculoskeletal disorders,ICD-10
M2177,M2177,Other musculoskeletal disorders,ICD-10
M2179,M2179,Other musculoskeletal disorders,ICD-10
M218,M218,Other musculoskeletal disorders,ICD-10
M2180,M2180,Other musculoskeletal disorders,ICD-10
M2181,M2181,Other musculoskeletal disorders,ICD-10
M2182,M2182,Other musculoskeletal disorders,ICD-10
