Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
F55,Abuse of non-dependence-producing substances,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,F55,Moderate,"","","",2,ICD-10
X600,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,X600,Moderate,"","","",2,ICD-10
F171,Mental and behavioural disorders due to use of tobacco,MSM2,"Mental behavioural disorders due to tobacco use (harmful use), hospital admission recording ","Drug misuse, moderate (all other)",Drug misuse,MSM,F171,Moderate,"","","",2,ICD-10
F173,Mental and behavioural disorders due to use of tobacco,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,F173,Moderate,"","","",2,ICD-10
F174,Mental and behavioural disorders due to use of tobacco,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,F174,Moderate,"","","",2,ICD-10
F177,Mental and behavioural disorders due to use of tobacco,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,F177,Moderate,"","","",2,ICD-10
F178,Mental and behavioural disorders due to use of tobacco,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,F178,Moderate,"","","",2,ICD-10
F179,Mental and behavioural disorders due to use of tobacco,MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,F179,Moderate,"","","",2,ICD-10
Y100,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",MSM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,Y100,Moderate,"","","",2,ICD-10
Z864,Personal history of psychoactive substance abuse,MSM2,Personal history of psychoactive substance abuse,"Drug misuse, moderate (all other)",Drug misuse,MSM,Z864,Moderate,"","","",2,ICD-10
Z036,Observation for suspected toxic effect from ingested substance,MSM2,Maternal poisoning by addictive drugs incl. benzodiazepines,"Drug misuse, moderate (all other)",Drug misuse,MSM,Z036,Moderate,"","","",2,ICD-10
T391,Poisoning: 4-Aminophenol derivatives,MSM2,Maternal poisoning by addictive drugs incl. benzodiazepines,"Drug misuse, moderate (all other)",Drug misuse,MSM,T391,Moderate,"","","",2,ICD-10
T424,Poisoning: Benzodiazepines,MSM2,Maternal poisoning by addictive drugs incl. benzodiazepines,"Drug misuse, moderate (all other)",Drug misuse,MSM,T424,Moderate,"","","",2,ICD-10
T432,Poisoning: Other and unspecified antidepressants,MSM2,Maternal poisoning by addictive drugs incl. benzodiazepines,"Drug misuse, moderate (all other)",Drug misuse,MSM,T432,Moderate,"","","",2,ICD-10
Z722,Drug use,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,Z722,Moderate,"","","",1,ICD-10
Z811,Family history of alcohol abuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,Z811,Moderate,"","",2,1,ICD-10
Z813,Family history of other psychoactive substance abuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,Z813,Moderate,"","",2,1,ICD-10
Z814,Family history of other substance abuse,MSM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,MSM,Z814,Moderate,"","","",1,ICD-10
X450,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X450,Severe,"","","",2,ICD-10
X451,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X451,Severe,"","","",2,ICD-10
X452,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X452,Severe,"","","",2,ICD-10
X454,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X454,Severe,"","","",2,ICD-10
X455,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X455,Severe,"","","",2,ICD-10
X456,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X456,Severe,"","","",2,ICD-10
X458,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X458,Severe,"","","",2,ICD-10
X459,Accidental poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X459,Severe,"","","",2,ICD-10
Z714,Alcohol abuse counselling and surveillance,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Z714,Severe,"","","",2,ICD-10
Y919,"Alcohol involvement, not otherwise specified",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y919,Severe,"","","",2,ICD-10
Z502,Alcohol rehabilitation,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Z502,Severe,"","","",2,ICD-10
Z721,Alcohol use,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Z721,Severe,"","","",2,ICD-10
I426,Alcoholic cardiomyopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,I426,Severe,"","","",2,ICD-10
K703,Alcoholic cirrhosis of liver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K703,Severe,"","","",2,ICD-10
K700,Alcoholic fatty liver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K700,Severe,"","","",2,ICD-10
K702,Alcoholic fibrosis and sclerosis of liver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K702,Severe,"","","",2,ICD-10
K704,Alcoholic hepatic failure,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K704,Severe,"","","",2,ICD-10
K701,Alcoholic hepatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K701,Severe,"","","",2,ICD-10
K70,Alcoholic liver disease,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K70,Severe,"","","",2,ICD-10
K709,"Alcoholic liver disease, unspecified",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K709,Severe,"","","",2,ICD-10
G721,Alcoholic myopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,G721,Severe,"","","",2,ICD-10
G621,Alcoholic polyneuropathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,G621,Severe,"","","",2,ICD-10
5712,Alcoholiccirrhosisofliver,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,5712,Severe,"","","",2,ICD-9
5713,Alcoholicliverdamageunspecified,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,5713,Severe,"","","",2,ICD-9
K852,Alcohol-induced acute pancreatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K852,Severe,"","","",2,ICD-10
K860,Alcohol-induced chronic pancreatitis,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,K860,Severe,"","","",2,ICD-10
Y907,Blood alcohol level of 200-239 mg/100 ml,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y907,Severe,"","","",2,ICD-10
Y908,Blood alcohol level of 240 mg/100 ml or more,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y908,Severe,"","","",2,ICD-10
G312,Degeneration of nervous system due to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,G312,Severe,"","","",2,ICD-10
p_U522,Delivery of rehabilitation for alcohol addiction,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,U522,Severe,"","","",2,OPCS-4
Y91,Evidence of alcohol involvement determined by level of intoxication,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y91,Severe,"","","",2,ICD-10
R780,Finding of alcohol in blood,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,R780,Severe,"","","",2,ICD-10
X650,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X650,Severe,"","","",2,ICD-10
X651,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X651,Severe,"","","",2,ICD-10
X652,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X652,Severe,"","","",2,ICD-10
X654,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X654,Severe,"","","",2,ICD-10
X655,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X655,Severe,"","","",2,ICD-10
X656,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X656,Severe,"","","",2,ICD-10
X658,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X658,Severe,"","","",2,ICD-10
X659,Intentional self-poisoning by and exposure to alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,X659,Severe,"","","",2,ICD-10
O354,Maternal care for (suspected) damage to fetus from alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,O354,Severe,"","","",2,ICD-10
F10,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F10,Severe,"","","",2,ICD-10
F100,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F100,Severe,"","","",2,ICD-10
F101,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F101,Severe,"","","",2,ICD-10
F102,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F102,Severe,"","","",2,ICD-10
F103,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F103,Severe,"","","",2,ICD-10
F104,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F104,Severe,"","","",2,ICD-10
F105,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F105,Severe,"","","",2,ICD-10
F106,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F106,Severe,"","","",2,ICD-10
F107,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F107,Severe,"","","",2,ICD-10
F108,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F108,Severe,"","","",2,ICD-10
F109,Mental and behavioural disorders due to use of alcohol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,F109,Severe,"","","",2,ICD-10
Y15,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y15,Severe,"","","",2,ICD-10
Y150,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y150,Severe,"","","",2,ICD-10
Y151,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y151,Severe,"","","",2,ICD-10
Y152,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y152,Severe,"","","",2,ICD-10
Y153,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y153,Severe,"","","",2,ICD-10
Y154,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y154,Severe,"","","",2,ICD-10
Y155,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y155,Severe,"","","",2,ICD-10
Y156,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y156,Severe,"","","",2,ICD-10
Y157,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y157,Severe,"","","",2,ICD-10
Y158,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y158,Severe,"","","",2,ICD-10
Y159,"Poisoning by and exposure to alcohol, undetermined intent",MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y159,Severe,"","","",2,ICD-10
Y912,Severe alcohol intoxication,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y912,Severe,"","","",2,ICD-10
G405,Special epileptic syndromes,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,G405,Severe,"","","",2,ICD-10
T510,Toxic effect: Ethanol,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,T510,Severe,"","","",2,ICD-10
Y913,Very severe alcohol intoxication,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,Y913,Severe,"","","",2,ICD-10
E512,Wernickeencephalopathy,MSM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,MSM,E512,Severe,"","","",2,ICD-10
