Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
Y072,By acquaintance or friend,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y072,"","","",1,1,ICD-10
Y073,By official authorities,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y073,"","","",1,1,ICD-10
Y078,By other specified persons,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y078,"","","",1,1,ICD-10
Y071,By parent,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y071,"","","",1,1,ICD-10
Y070,By spouse or partner,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y070,"","","",1,1,ICD-10
T749,"Maltreatment syndrome, unspecified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T749,"","","",1,1,ICD-10
T74,Maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T74,"","","",1,1,ICD-10
Y07,Other maltreatment,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y07,"","","",1,1,ICD-10
T748,Other maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T748,"","","",1,1,ICD-10
Z918,"Personal history of other specified risk-factors, not elsewhere classified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Z918,"","","",1,1,ICD-10
Z62819,Personalhistoryofunspecifiedabuseinchildhood,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62819,"","","",1,1,ICD-10
p_P072,Deinfibulation of vulva,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,P072,"","","",1,1,OPCS-4
p_R272,Deinfibulation of vulva to facilitate delivery,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,R272,"","","",1,1,OPCS-4
Z917,Personal history of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z917,"","","",1,1,ICD-10
Z62813,Personal history of forced labor or sexual exploitation in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62813,"","","",1,1,ICD-10
Z62810,Personal history of physical and sexual abuse in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62810,"","","",1,1,ICD-10
T741,Physical abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,T741,"","","",1,1,ICD-10
T742,Sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,T742,"","","",1,1,ICD-10
Z626,Inappropriate parental pressure and other abnormal qualities of upbringing,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z626,"","","","",1,ICD-10
X549,Lack of water,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,X549,Unspecified place,"","","",1,ICD-10
3481,Anoxicbraindamage,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,2465.00,"","","","",1,ICD-9
F942,Disinhibited attachment disorder of childhood,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,F942,"","","","",1,ICD-10
P043,Fetus and newborn affected by maternal use of alcohol,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,P043,"","","","",1,ICD-10
Z586,Inadequate drinking-water supply,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z586,"","","","",1,ICD-10
Z597,Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10
O355,Maternal care for (suspected) damage to fetus by drugs,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,O355,"","","","",3,ICD-10
Z623,Hostility towards and scapegoating of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z623,"","","",1,3,ICD-10
Z62811,Personalhistoryofpsychologicalabuseinchildhood,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z62811,"","","",1,1,ICD-10
T743,Psychological abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,T743,"","","",1,1,ICD-10
Z605,Target of perceived adverse discrimination and persecution,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z605,"","","",1,1,ICD-10
Y062,By acquaintance or friend,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y062,"","","",1,1,ICD-10
Y068,By other specified persons,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y068,"","","",1,1,ICD-10
Y061,By parent,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y061,"","","",1,1,ICD-10
Y060,By spouse or partner,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y060,"","","",1,1,ICD-10
Y069,By unspecified person,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y069,"","","",1,1,ICD-10
Z624,Emotional neglect of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z624,"","","",1,3,ICD-10
Q860,Fetal alcohol syndrome (dysmorphic),CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Q860,"","","",1,1,ICD-10
P044,Fetus and newborn affected by maternal use of drugs of addiction,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,P044,"","","",1,3,ICD-10
Z620,Inadequate parental supervision and control,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z620,"","","",1,3,ICD-10
Y06,Neglect and abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y06,"","","",1,1,ICD-10
T740,Neglect or abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,T740,"","","",1,1,ICD-10
P961,Neonatal withdrawal symptoms from maternal use of drugs of addiction,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,P961,"","","",1,3,ICD-10
Z625,Other problems related to neglect in upbringing,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z625,"","","",1,1,ICD-10
Z62812,Personalhistoryofneglectinchildhood,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z62812,"","","",1,1,ICD-10
Z022,Examination for admission to residential institutions,CM5,Child in care,Child in care,CM,CM,Z022,"","","",1,1,ICD-10
Z622,Institutional upbringing,CM5,Child in care,Child in care,CM,CM,Z622,"","","",1,1,ICD-10
Z6222,Institutionalupbringing,CM5,Child in care,Child in care,CM,CM,Z6222,"","","",1,1,ICD-10
Z6229,Otherupbringingawayfromparents,CM5,Child in care,Child in care,CM,CM,Z6229,"","","",1,1,ICD-10
Z593,Problems related to living in residential institution,CM5,Child in care,Child in care,CM,CM,Z593,"","","",1,1,ICD-10
Z611,Removal from home in childhood,CM5,Child in care,Child in care,CM,CM,Z611,"","","",1,1,ICD-10
Z101,Routine general health check-up of inhabitants of institutions,CM5,Child in care,Child in care,CM,CM,Z101,"","","",1,1,ICD-10
65,Local Authority residential accommodation i.e. where care is provided,CM5,Child in care,Child in care,CM,CM,65,"","","",1,1,HESAPC_DISDEST_OR_ADMISORC
66,"Local authority foster care, but not in residential accommodation i.e. where care is provided",CM5,Child in care,Child in care,CM,CM,66,"","","",1,1,HESAPC_DISDEST_OR_ADMISORC
Y079,By unspecified person,CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y079,"","","",2,1,ICD-10
Z638,Other specified problems related to primary support group,CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z638,"","","",2,1,ICD-10
Y349,"Unspecified event, undetermined intent",CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y349,"","","",2,1,ICD-10
Z602,Living alone,CM6,Child in care,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z602,"","","","",1,ICD-10
Z650,Conviction in civil and criminal proceedings without imprisonment,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z650,"","","","",2,ICD-10
Z651,Imprisonment and other incarceration,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z651,"","","","",2,ICD-10
Y35,Legal intervention,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y35,"","","","",2,ICD-10
Y353,Legal intervention involving blunt objects,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y353,"","","","",2,ICD-10
Y351,Legal intervention involving explosives,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y351,"","","","",2,ICD-10
Y350,Legal intervention involving firearm discharge,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y350,"","","","",2,ICD-10
Y352,Legal intervention involving gas,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y352,"","","","",2,ICD-10
Y356,Legal intervention involving other specified means,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y356,"","","","",2,ICD-10
Y354,Legal intervention involving sharp objects,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y354,"","","","",2,ICD-10
Y357,"Legal intervention, means unspecified",CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y357,"","","","",2,ICD-10
Z652,Problems related to release from prison,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z652,"","","","",2,ICD-10
Y890,Sequelae of legal intervention,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y890,"","","","",2,ICD-10
37,Penal establishment - court (from 1999-2000),CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,37,"","","","",2,HESAPC_DISDEST_OR_ADMISORC
38,Penal establishment - police station (from 1999-2000),CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,38,"","","","",2,HESAPC_DISDEST_OR_ADMISORC
39,"Penal establishment, Court or Police Station / Police Custody Suite",CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,39,"","","","",2,HESAPC_DISDEST_OR_ADMISORC
Y007,Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y007,Farm,"","","",1,ICD-10
Y047,Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y047,Farm,"","","",1,ICD-10
X867,Assault by corrosive substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X867,Farm,"","","",1,ICD-10
X857,"Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X857,Farm,"","","",1,ICD-10
